"X.DC.","X.1.","X.HI.","X.1..1","X.1..2"
"OR","0.940666666666667","VT","1","1"
"OR","0.940666666666667","MD","1","1"
"OR","0.940666666666667","MA","1","1"
"OR","0.940666666666667","CA","1","1"
"OR","0.940666666666667","IL","0.999333333333333","1"
"OR","0.940666666666667","NY","0.999333333333333","1"
"OR","0.940666666666667","RI","0.994666666666667","1"
"OR","0.940666666666667","WA","0.985333333333333","1"
"OR","0.940666666666667","DE","0.992666666666667","1"
"OR","0.940666666666667","NJ","0.973333333333333","1"
"OR","0.940666666666667","NM","0.922666666666667","1"
"OR","0.940666666666667","MN","0.865333333333333","1"
"OR","0.940666666666667","CT","0.927333333333333","1"
"OR","0.940666666666667","WI","0.663333333333333","1"
"OR","0.940666666666667","MI","0.719333333333333","1"
"OR","0.940666666666667","ME","0.830666666666667","1"
"OR","0.940666666666667","CO","0.598666666666667","1"
"OR","0.940666666666667","VA","0.638666666666667","1"
"OR","0.940666666666667","NH","0.445333333333333","0"
"OR","0.940666666666667","--","0.484666666666667","0"
"OR","0.940666666666667","IA","0.0786666666666667","0"
"OR","0.940666666666667","PA","0.383333333333333","0"
"OR","0.940666666666667","NV","0.212666666666667","0"
"OR","0.940666666666667","OH","0.174666666666667","0"
"OR","0.940666666666667","FL","0.132666666666667","0"
"OR","0.940666666666667","AZ","0.0133333333333333","0"
"OR","0.940666666666667","NC","0.151333333333333","0"
"OR","0.940666666666667","GA","0.036","0"
"OR","0.940666666666667","AK","0.000666666666666667","0"
"OR","0.940666666666667","MO","0.000666666666666667","0"
"OR","0.940666666666667","TX","0.000666666666666667","0"
"OR","0.940666666666667","SC","0.00666666666666667","0"
"OR","0.940666666666667","UT","0","0"
"OR","0.940666666666667","KS","0","0"
"OR","0.940666666666667","MS","0.00733333333333333","0"
"OR","0.940666666666667","IN","0","0"
"OR","0.940666666666667","NE","0","0"
"OR","0.940666666666667","SD","0","0"
"OR","0.940666666666667","MT","0","0"
"OR","0.940666666666667","LA","0.000666666666666667","0"
"OR","0.940666666666667","ND","0","0"
"OR","0.940666666666667","AR","0","0"
"OR","0.940666666666667","TN","0","0"
"OR","0.940666666666667","KY","0","0"
"OR","0.940666666666667","ID","0","0"
"OR","0.940666666666667","AL","0","0"
"OR","0.940666666666667","OK","0","0"
"OR","0.940666666666667","WV","0","0"
"OR","0.940666666666667","WY","0","0"
"MN","0.865333333333333","DC","1","1"
"MN","0.865333333333333","HI","1","1"
"MN","0.865333333333333","VT","1","1"
"MN","0.865333333333333","MD","1","1"
"MN","0.865333333333333","MA","1","1"
"MN","0.865333333333333","CA","1","1"
"MN","0.865333333333333","IL","0.999333333333333","1"
"MN","0.865333333333333","NY","0.999333333333333","1"
"MN","0.865333333333333","RI","0.994666666666667","1"
"MN","0.865333333333333","WA","0.985333333333333","1"
"MN","0.865333333333333","DE","0.992666666666667","1"
"MN","0.865333333333333","NJ","0.973333333333333","1"
"MN","0.865333333333333","NM","0.922666666666667","1"
"MN","0.865333333333333","OR","0.940666666666667","1"
"MN","0.865333333333333","CT","0.927333333333333","1"
"MN","0.865333333333333","WI","0.663333333333333","1"
"MN","0.865333333333333","MI","0.719333333333333","1"
"MN","0.865333333333333","ME","0.830666666666667","1"
"MN","0.865333333333333","CO","0.598666666666667","1"
"MN","0.865333333333333","VA","0.638666666666667","1"
"MN","0.865333333333333","NH","0.445333333333333","0"
"MN","0.865333333333333","--","0.484666666666667","0"
"MN","0.865333333333333","IA","0.0786666666666667","0"
"MN","0.865333333333333","PA","0.383333333333333","0"
"MN","0.865333333333333","NV","0.212666666666667","0"
"MN","0.865333333333333","OH","0.174666666666667","0"
"MN","0.865333333333333","FL","0.132666666666667","0"
"MN","0.865333333333333","AZ","0.0133333333333333","0"
"MN","0.865333333333333","NC","0.151333333333333","0"
"MN","0.865333333333333","GA","0.036","0"
"MN","0.865333333333333","AK","0.000666666666666667","0"
"MN","0.865333333333333","MO","0.000666666666666667","0"
"MN","0.865333333333333","TX","0.000666666666666667","0"
"MN","0.865333333333333","SC","0.00666666666666667","0"
"MN","0.865333333333333","UT","0","0"
"MN","0.865333333333333","KS","0","0"
"MN","0.865333333333333","MS","0.00733333333333333","0"
"MN","0.865333333333333","IN","0","0"
"MN","0.865333333333333","NE","0","0"
"MN","0.865333333333333","SD","0","0"
"MN","0.865333333333333","MT","0","0"
"MN","0.865333333333333","LA","0.000666666666666667","0"
"MN","0.865333333333333","ND","0","0"
"MN","0.865333333333333","AR","0","0"
"MN","0.865333333333333","TN","0","0"
"MN","0.865333333333333","KY","0","0"
"MN","0.865333333333333","ID","0","0"
"MN","0.865333333333333","AL","0","0"
"MN","0.865333333333333","OK","0","0"
"MN","0.865333333333333","WV","0","0"
"MN","0.865333333333333","WY","0","0"
"CT","0.927333333333333","DC","1","1"
"CT","0.927333333333333","HI","1","1"
"CT","0.927333333333333","VT","1","1"
"CT","0.927333333333333","MD","1","1"
"CT","0.927333333333333","MA","1","1"
"CT","0.927333333333333","CA","1","1"
"CT","0.927333333333333","IL","0.999333333333333","1"
"CT","0.927333333333333","NY","0.999333333333333","1"
"CT","0.927333333333333","RI","0.994666666666667","1"
"CT","0.927333333333333","WA","0.985333333333333","1"
"CT","0.927333333333333","DE","0.992666666666667","1"
"CT","0.927333333333333","NJ","0.973333333333333","1"
"CT","0.927333333333333","NM","0.922666666666667","1"
"CT","0.927333333333333","OR","0.940666666666667","1"
"CT","0.927333333333333","MN","0.865333333333333","1"
"CT","0.927333333333333","WI","0.663333333333333","1"
"CT","0.927333333333333","MI","0.719333333333333","1"
"CT","0.927333333333333","ME","0.830666666666667","1"
"CT","0.927333333333333","CO","0.598666666666667","1"
"CT","0.927333333333333","VA","0.638666666666667","1"
"CT","0.927333333333333","NH","0.445333333333333","0"
"CT","0.927333333333333","--","0.484666666666667","0"
"CT","0.927333333333333","IA","0.0786666666666667","0"
"CT","0.927333333333333","PA","0.383333333333333","0"
"CT","0.927333333333333","NV","0.212666666666667","0"
"CT","0.927333333333333","OH","0.174666666666667","0"
"CT","0.927333333333333","FL","0.132666666666667","0"
"CT","0.927333333333333","AZ","0.0133333333333333","0"
"CT","0.927333333333333","NC","0.151333333333333","0"
"CT","0.927333333333333","GA","0.036","0"
"CT","0.927333333333333","AK","0.000666666666666667","0"
"CT","0.927333333333333","MO","0.000666666666666667","0"
"CT","0.927333333333333","TX","0.000666666666666667","0"
"CT","0.927333333333333","SC","0.00666666666666667","0"
"CT","0.927333333333333","UT","0","0"
"CT","0.927333333333333","KS","0","0"
"CT","0.927333333333333","MS","0.00733333333333333","0"
"CT","0.927333333333333","IN","0","0"
"CT","0.927333333333333","NE","0","0"
"CT","0.927333333333333","SD","0","0"
"CT","0.927333333333333","MT","0","0"
"CT","0.927333333333333","LA","0.000666666666666667","0"
"CT","0.927333333333333","ND","0","0"
"CT","0.927333333333333","AR","0","0"
"CT","0.927333333333333","TN","0","0"
"CT","0.927333333333333","KY","0","0"
"CT","0.927333333333333","ID","0","0"
"CT","0.927333333333333","AL","0","0"
"CT","0.927333333333333","OK","0","0"
"CT","0.927333333333333","WV","0","0"
"CT","0.927333333333333","WY","0","0"
"WI","0.663333333333333","DC","1","1"
"WI","0.663333333333333","HI","1","1"
"WI","0.663333333333333","VT","1","1"
"WI","0.663333333333333","MD","1","1"
"WI","0.663333333333333","MA","1","1"
"WI","0.663333333333333","CA","1","1"
"WI","0.663333333333333","IL","0.999333333333333","1"
"WI","0.663333333333333","NY","0.999333333333333","1"
"WI","0.663333333333333","RI","0.994666666666667","1"
"WI","0.663333333333333","WA","0.985333333333333","1"
"WI","0.663333333333333","DE","0.992666666666667","1"
"WI","0.663333333333333","NJ","0.973333333333333","1"
"WI","0.663333333333333","NM","0.922666666666667","1"
"WI","0.663333333333333","OR","0.940666666666667","1"
"WI","0.663333333333333","MN","0.865333333333333","1"
"WI","0.663333333333333","CT","0.927333333333333","1"
"WI","0.663333333333333","MI","0.719333333333333","1"
"WI","0.663333333333333","ME","0.830666666666667","1"
"WI","0.663333333333333","CO","0.598666666666667","1"
"WI","0.663333333333333","VA","0.638666666666667","1"
"WI","0.663333333333333","NH","0.445333333333333","0"
"WI","0.663333333333333","--","0.484666666666667","0"
"WI","0.663333333333333","IA","0.0786666666666667","0"
"WI","0.663333333333333","PA","0.383333333333333","0"
"WI","0.663333333333333","NV","0.212666666666667","0"
"WI","0.663333333333333","OH","0.174666666666667","0"
"WI","0.663333333333333","FL","0.132666666666667","0"
"WI","0.663333333333333","AZ","0.0133333333333333","0"
"WI","0.663333333333333","NC","0.151333333333333","0"
"WI","0.663333333333333","GA","0.036","0"
"WI","0.663333333333333","AK","0.000666666666666667","0"
"WI","0.663333333333333","MO","0.000666666666666667","0"
"WI","0.663333333333333","TX","0.000666666666666667","0"
"WI","0.663333333333333","SC","0.00666666666666667","0"
"WI","0.663333333333333","UT","0","0"
"WI","0.663333333333333","KS","0","0"
"WI","0.663333333333333","MS","0.00733333333333333","0"
"WI","0.663333333333333","IN","0","0"
"WI","0.663333333333333","NE","0","0"
"WI","0.663333333333333","SD","0","0"
"WI","0.663333333333333","MT","0","0"
"WI","0.663333333333333","LA","0.000666666666666667","0"
"WI","0.663333333333333","ND","0","0"
"WI","0.663333333333333","AR","0","0"
"WI","0.663333333333333","TN","0","0"
"WI","0.663333333333333","KY","0","0"
"WI","0.663333333333333","ID","0","0"
"WI","0.663333333333333","AL","0","0"
"WI","0.663333333333333","OK","0","0"
"WI","0.663333333333333","WV","0","0"
"WI","0.663333333333333","WY","0","0"
"MI","0.719333333333333","DC","1","1"
"MI","0.719333333333333","HI","1","1"
"MI","0.719333333333333","VT","1","1"
"MI","0.719333333333333","MD","1","1"
"MI","0.719333333333333","MA","1","1"
"MI","0.719333333333333","CA","1","1"
"MI","0.719333333333333","IL","0.999333333333333","1"
"MI","0.719333333333333","NY","0.999333333333333","1"
"MI","0.719333333333333","RI","0.994666666666667","1"
"MI","0.719333333333333","WA","0.985333333333333","1"
"MI","0.719333333333333","DE","0.992666666666667","1"
"MI","0.719333333333333","NJ","0.973333333333333","1"
"MI","0.719333333333333","NM","0.922666666666667","1"
"MI","0.719333333333333","OR","0.940666666666667","1"
"MI","0.719333333333333","MN","0.865333333333333","1"
"MI","0.719333333333333","CT","0.927333333333333","1"
"MI","0.719333333333333","WI","0.663333333333333","1"
"MI","0.719333333333333","ME","0.830666666666667","1"
"MI","0.719333333333333","CO","0.598666666666667","1"
"MI","0.719333333333333","VA","0.638666666666667","1"
"MI","0.719333333333333","NH","0.445333333333333","0"
"MI","0.719333333333333","--","0.484666666666667","0"
"MI","0.719333333333333","IA","0.0786666666666667","0"
"MI","0.719333333333333","PA","0.383333333333333","0"
"MI","0.719333333333333","NV","0.212666666666667","0"
"MI","0.719333333333333","OH","0.174666666666667","0"
"MI","0.719333333333333","FL","0.132666666666667","0"
"MI","0.719333333333333","AZ","0.0133333333333333","0"
"MI","0.719333333333333","NC","0.151333333333333","0"
"MI","0.719333333333333","GA","0.036","0"
"MI","0.719333333333333","AK","0.000666666666666667","0"
"MI","0.719333333333333","MO","0.000666666666666667","0"
"MI","0.719333333333333","TX","0.000666666666666667","0"
"MI","0.719333333333333","SC","0.00666666666666667","0"
"MI","0.719333333333333","UT","0","0"
"MI","0.719333333333333","KS","0","0"
"MI","0.719333333333333","MS","0.00733333333333333","0"
"MI","0.719333333333333","IN","0","0"
"MI","0.719333333333333","NE","0","0"
"MI","0.719333333333333","SD","0","0"
"MI","0.719333333333333","MT","0","0"
"MI","0.719333333333333","LA","0.000666666666666667","0"
"MI","0.719333333333333","ND","0","0"
"MI","0.719333333333333","AR","0","0"
"MI","0.719333333333333","TN","0","0"
"MI","0.719333333333333","KY","0","0"
"MI","0.719333333333333","ID","0","0"
"MI","0.719333333333333","AL","0","0"
"MI","0.719333333333333","OK","0","0"
"MI","0.719333333333333","WV","0","0"
"MI","0.719333333333333","WY","0","0"
"ME","0.830666666666667","DC","1","1"
"ME","0.830666666666667","HI","1","1"
"ME","0.830666666666667","VT","1","1"
"ME","0.830666666666667","MD","1","1"
"ME","0.830666666666667","MA","1","1"
"ME","0.830666666666667","CA","1","1"
"ME","0.830666666666667","IL","0.999333333333333","1"
"ME","0.830666666666667","NY","0.999333333333333","1"
"ME","0.830666666666667","RI","0.994666666666667","1"
"ME","0.830666666666667","WA","0.985333333333333","1"
"ME","0.830666666666667","DE","0.992666666666667","1"
"ME","0.830666666666667","NJ","0.973333333333333","1"
"ME","0.830666666666667","NM","0.922666666666667","1"
"ME","0.830666666666667","OR","0.940666666666667","1"
"ME","0.830666666666667","MN","0.865333333333333","1"
"ME","0.830666666666667","CT","0.927333333333333","1"
"ME","0.830666666666667","WI","0.663333333333333","1"
"ME","0.830666666666667","MI","0.719333333333333","1"
"ME","0.830666666666667","CO","0.598666666666667","1"
"ME","0.830666666666667","VA","0.638666666666667","1"
"ME","0.830666666666667","NH","0.445333333333333","0"
"ME","0.830666666666667","--","0.484666666666667","0"
"ME","0.830666666666667","IA","0.0786666666666667","0"
"ME","0.830666666666667","PA","0.383333333333333","0"
"ME","0.830666666666667","NV","0.212666666666667","0"
"ME","0.830666666666667","OH","0.174666666666667","0"
"ME","0.830666666666667","FL","0.132666666666667","0"
"ME","0.830666666666667","AZ","0.0133333333333333","0"
"ME","0.830666666666667","NC","0.151333333333333","0"
"ME","0.830666666666667","GA","0.036","0"
"ME","0.830666666666667","AK","0.000666666666666667","0"
"ME","0.830666666666667","MO","0.000666666666666667","0"
"ME","0.830666666666667","TX","0.000666666666666667","0"
"ME","0.830666666666667","SC","0.00666666666666667","0"
"ME","0.830666666666667","UT","0","0"
"ME","0.830666666666667","KS","0","0"
"ME","0.830666666666667","MS","0.00733333333333333","0"
"ME","0.830666666666667","IN","0","0"
"ME","0.830666666666667","NE","0","0"
"ME","0.830666666666667","SD","0","0"
"ME","0.830666666666667","MT","0","0"
"ME","0.830666666666667","LA","0.000666666666666667","0"
"ME","0.830666666666667","ND","0","0"
"ME","0.830666666666667","AR","0","0"
"ME","0.830666666666667","TN","0","0"
"ME","0.830666666666667","KY","0","0"
"ME","0.830666666666667","ID","0","0"
"ME","0.830666666666667","AL","0","0"
"ME","0.830666666666667","OK","0","0"
"ME","0.830666666666667","WV","0","0"
"ME","0.830666666666667","WY","0","0"
"CO","0.598666666666667","DC","1","1"
"CO","0.598666666666667","HI","1","1"
"CO","0.598666666666667","VT","1","1"
"CO","0.598666666666667","MD","1","1"
"CO","0.598666666666667","MA","1","1"
"CO","0.598666666666667","CA","1","1"
"CO","0.598666666666667","IL","0.999333333333333","1"
"CO","0.598666666666667","NY","0.999333333333333","1"
"CO","0.598666666666667","RI","0.994666666666667","1"
"CO","0.598666666666667","WA","0.985333333333333","1"
"CO","0.598666666666667","DE","0.992666666666667","1"
"CO","0.598666666666667","NJ","0.973333333333333","1"
"CO","0.598666666666667","NM","0.922666666666667","1"
"CO","0.598666666666667","OR","0.940666666666667","1"
"CO","0.598666666666667","MN","0.865333333333333","1"
"CO","0.598666666666667","CT","0.927333333333333","1"
"CO","0.598666666666667","WI","0.663333333333333","1"
"CO","0.598666666666667","MI","0.719333333333333","1"
"CO","0.598666666666667","ME","0.830666666666667","1"
"CO","0.598666666666667","VA","0.638666666666667","1"
"CO","0.598666666666667","NH","0.445333333333333","0"
"CO","0.598666666666667","--","0.484666666666667","0"
"CO","0.598666666666667","IA","0.0786666666666667","0"
"CO","0.598666666666667","PA","0.383333333333333","0"
"CO","0.598666666666667","NV","0.212666666666667","0"
"CO","0.598666666666667","OH","0.174666666666667","0"
"CO","0.598666666666667","FL","0.132666666666667","0"
"CO","0.598666666666667","AZ","0.0133333333333333","0"
"CO","0.598666666666667","NC","0.151333333333333","0"
"CO","0.598666666666667","GA","0.036","0"
"CO","0.598666666666667","AK","0.000666666666666667","0"
"CO","0.598666666666667","MO","0.000666666666666667","0"
"CO","0.598666666666667","TX","0.000666666666666667","0"
"CO","0.598666666666667","SC","0.00666666666666667","0"
"CO","0.598666666666667","UT","0","0"
"CO","0.598666666666667","KS","0","0"
"CO","0.598666666666667","MS","0.00733333333333333","0"
"CO","0.598666666666667","IN","0","0"
"CO","0.598666666666667","NE","0","0"
"CO","0.598666666666667","SD","0","0"
"CO","0.598666666666667","MT","0","0"
"CO","0.598666666666667","LA","0.000666666666666667","0"
"CO","0.598666666666667","ND","0","0"
"CO","0.598666666666667","AR","0","0"
"CO","0.598666666666667","TN","0","0"
"CO","0.598666666666667","KY","0","0"
"CO","0.598666666666667","ID","0","0"
"CO","0.598666666666667","AL","0","0"
"CO","0.598666666666667","OK","0","0"
"CO","0.598666666666667","WV","0","0"
"CO","0.598666666666667","WY","0","0"
"VA","0.638666666666667","DC","1","1"
"VA","0.638666666666667","HI","1","1"
"VA","0.638666666666667","VT","1","1"
"VA","0.638666666666667","MD","1","1"
"VA","0.638666666666667","MA","1","1"
"VA","0.638666666666667","CA","1","1"
"VA","0.638666666666667","IL","0.999333333333333","1"
"VA","0.638666666666667","NY","0.999333333333333","1"
"VA","0.638666666666667","RI","0.994666666666667","1"
"VA","0.638666666666667","WA","0.985333333333333","1"
"VA","0.638666666666667","DE","0.992666666666667","1"
"VA","0.638666666666667","NJ","0.973333333333333","1"
"VA","0.638666666666667","NM","0.922666666666667","1"
"VA","0.638666666666667","OR","0.940666666666667","1"
"VA","0.638666666666667","MN","0.865333333333333","1"
"VA","0.638666666666667","CT","0.927333333333333","1"
"VA","0.638666666666667","WI","0.663333333333333","1"
"VA","0.638666666666667","MI","0.719333333333333","1"
"VA","0.638666666666667","ME","0.830666666666667","1"
"VA","0.638666666666667","CO","0.598666666666667","1"
"VA","0.638666666666667","NH","0.445333333333333","0"
"VA","0.638666666666667","--","0.484666666666667","0"
"VA","0.638666666666667","IA","0.0786666666666667","0"
"VA","0.638666666666667","PA","0.383333333333333","0"
"VA","0.638666666666667","NV","0.212666666666667","0"
"VA","0.638666666666667","OH","0.174666666666667","0"
"VA","0.638666666666667","FL","0.132666666666667","0"
"VA","0.638666666666667","AZ","0.0133333333333333","0"
"VA","0.638666666666667","NC","0.151333333333333","0"
"VA","0.638666666666667","GA","0.036","0"
"VA","0.638666666666667","AK","0.000666666666666667","0"
"VA","0.638666666666667","MO","0.000666666666666667","0"
"VA","0.638666666666667","TX","0.000666666666666667","0"
"VA","0.638666666666667","SC","0.00666666666666667","0"
"VA","0.638666666666667","UT","0","0"
"VA","0.638666666666667","KS","0","0"
"VA","0.638666666666667","MS","0.00733333333333333","0"
"VA","0.638666666666667","IN","0","0"
"VA","0.638666666666667","NE","0","0"
"VA","0.638666666666667","SD","0","0"
"VA","0.638666666666667","MT","0","0"
"VA","0.638666666666667","LA","0.000666666666666667","0"
"VA","0.638666666666667","ND","0","0"
"VA","0.638666666666667","AR","0","0"
"VA","0.638666666666667","TN","0","0"
"VA","0.638666666666667","KY","0","0"
"VA","0.638666666666667","ID","0","0"
"VA","0.638666666666667","AL","0","0"
"VA","0.638666666666667","OK","0","0"
"VA","0.638666666666667","WV","0","0"
"VA","0.638666666666667","WY","0","0"
"NH","0.445333333333333","DC","1","0"
"NH","0.445333333333333","HI","1","0"
"NH","0.445333333333333","VT","1","0"
"NH","0.445333333333333","MD","1","0"
"NH","0.445333333333333","MA","1","0"
"NH","0.445333333333333","CA","1","0"
"NH","0.445333333333333","IL","0.999333333333333","0"
"NH","0.445333333333333","NY","0.999333333333333","0"
"NH","0.445333333333333","RI","0.994666666666667","0"
"NH","0.445333333333333","WA","0.985333333333333","0"
"NH","0.445333333333333","DE","0.992666666666667","0"
"NH","0.445333333333333","NJ","0.973333333333333","0"
"NH","0.445333333333333","NM","0.922666666666667","0"
"NH","0.445333333333333","OR","0.940666666666667","0"
"NH","0.445333333333333","MN","0.865333333333333","0"
"NH","0.445333333333333","CT","0.927333333333333","0"
"NH","0.445333333333333","WI","0.663333333333333","0"
"NH","0.445333333333333","MI","0.719333333333333","0"
"NH","0.445333333333333","ME","0.830666666666667","0"
"NH","0.445333333333333","CO","0.598666666666667","0"
"NH","0.445333333333333","VA","0.638666666666667","0"
"NH","0.445333333333333","--","0.484666666666667","0"
"NH","0.445333333333333","IA","0.0786666666666667","0"
"NH","0.445333333333333","PA","0.383333333333333","0"
"NH","0.445333333333333","NV","0.212666666666667","0"
"NH","0.445333333333333","OH","0.174666666666667","0"
"NH","0.445333333333333","FL","0.132666666666667","0"
"NH","0.445333333333333","AZ","0.0133333333333333","0"
"NH","0.445333333333333","NC","0.151333333333333","0"
"NH","0.445333333333333","GA","0.036","0"
"NH","0.445333333333333","AK","0.000666666666666667","0"
"NH","0.445333333333333","MO","0.000666666666666667","0"
"NH","0.445333333333333","TX","0.000666666666666667","0"
"NH","0.445333333333333","SC","0.00666666666666667","0"
"NH","0.445333333333333","UT","0","0"
"NH","0.445333333333333","KS","0","0"
"NH","0.445333333333333","MS","0.00733333333333333","0"
"NH","0.445333333333333","IN","0","0"
"NH","0.445333333333333","NE","0","0"
"NH","0.445333333333333","SD","0","0"
"NH","0.445333333333333","MT","0","0"
"NH","0.445333333333333","LA","0.000666666666666667","0"
"NH","0.445333333333333","ND","0","0"
"NH","0.445333333333333","AR","0","0"
"NH","0.445333333333333","TN","0","0"
"NH","0.445333333333333","KY","0","0"
"NH","0.445333333333333","ID","0","0"
"NH","0.445333333333333","AL","0","0"
"NH","0.445333333333333","OK","0","0"
"NH","0.445333333333333","WV","0","0"
"NH","0.445333333333333","WY","0","0"
"--","0.484666666666667","DC","1","0"
"--","0.484666666666667","HI","1","0"
"--","0.484666666666667","VT","1","0"
"--","0.484666666666667","MD","1","0"
"--","0.484666666666667","MA","1","0"
"--","0.484666666666667","CA","1","0"
"--","0.484666666666667","IL","0.999333333333333","0"
"--","0.484666666666667","NY","0.999333333333333","0"
"--","0.484666666666667","RI","0.994666666666667","0"
"--","0.484666666666667","WA","0.985333333333333","0"
"--","0.484666666666667","DE","0.992666666666667","0"
"--","0.484666666666667","NJ","0.973333333333333","0"
"--","0.484666666666667","NM","0.922666666666667","0"
"--","0.484666666666667","OR","0.940666666666667","0"
"--","0.484666666666667","MN","0.865333333333333","0"
"--","0.484666666666667","CT","0.927333333333333","0"
"--","0.484666666666667","WI","0.663333333333333","0"
"--","0.484666666666667","MI","0.719333333333333","0"
"--","0.484666666666667","ME","0.830666666666667","0"
"--","0.484666666666667","CO","0.598666666666667","0"
"--","0.484666666666667","VA","0.638666666666667","0"
"--","0.484666666666667","NH","0.445333333333333","0"
"--","0.484666666666667","IA","0.0786666666666667","0"
"--","0.484666666666667","PA","0.383333333333333","0"
"--","0.484666666666667","NV","0.212666666666667","0"
"--","0.484666666666667","OH","0.174666666666667","0"
"--","0.484666666666667","FL","0.132666666666667","0"
"--","0.484666666666667","AZ","0.0133333333333333","0"
"--","0.484666666666667","NC","0.151333333333333","0"
"--","0.484666666666667","GA","0.036","0"
"--","0.484666666666667","AK","0.000666666666666667","0"
"--","0.484666666666667","MO","0.000666666666666667","0"
"--","0.484666666666667","TX","0.000666666666666667","0"
"--","0.484666666666667","SC","0.00666666666666667","0"
"--","0.484666666666667","UT","0","0"
"--","0.484666666666667","KS","0","0"
"--","0.484666666666667","MS","0.00733333333333333","0"
"--","0.484666666666667","IN","0","0"
"--","0.484666666666667","NE","0","0"
"--","0.484666666666667","SD","0","0"
"--","0.484666666666667","MT","0","0"
"--","0.484666666666667","LA","0.000666666666666667","0"
"--","0.484666666666667","ND","0","0"
"--","0.484666666666667","AR","0","0"
"--","0.484666666666667","TN","0","0"
"--","0.484666666666667","KY","0","0"
"--","0.484666666666667","ID","0","0"
"--","0.484666666666667","AL","0","0"
"--","0.484666666666667","OK","0","0"
"--","0.484666666666667","WV","0","0"
"--","0.484666666666667","WY","0","0"
"IA","0.0786666666666667","DC","1","0"
"IA","0.0786666666666667","HI","1","0"
"IA","0.0786666666666667","VT","1","0"
"IA","0.0786666666666667","MD","1","0"
"IA","0.0786666666666667","MA","1","0"
"IA","0.0786666666666667","CA","1","0"
"IA","0.0786666666666667","IL","0.999333333333333","0"
"IA","0.0786666666666667","NY","0.999333333333333","0"
"IA","0.0786666666666667","RI","0.994666666666667","0"
"IA","0.0786666666666667","WA","0.985333333333333","0"
"IA","0.0786666666666667","DE","0.992666666666667","0"
"IA","0.0786666666666667","NJ","0.973333333333333","0"
"IA","0.0786666666666667","NM","0.922666666666667","0"
"IA","0.0786666666666667","OR","0.940666666666667","0"
"IA","0.0786666666666667","MN","0.865333333333333","0"
"IA","0.0786666666666667","CT","0.927333333333333","0"
"IA","0.0786666666666667","WI","0.663333333333333","0"
"IA","0.0786666666666667","MI","0.719333333333333","0"
"IA","0.0786666666666667","ME","0.830666666666667","0"
"IA","0.0786666666666667","CO","0.598666666666667","0"
"IA","0.0786666666666667","VA","0.638666666666667","0"
"IA","0.0786666666666667","NH","0.445333333333333","0"
"IA","0.0786666666666667","--","0.484666666666667","0"
"IA","0.0786666666666667","PA","0.383333333333333","0"
"IA","0.0786666666666667","NV","0.212666666666667","0"
"IA","0.0786666666666667","OH","0.174666666666667","0"
"IA","0.0786666666666667","FL","0.132666666666667","0"
"IA","0.0786666666666667","AZ","0.0133333333333333","0"
"IA","0.0786666666666667","NC","0.151333333333333","0"
"IA","0.0786666666666667","GA","0.036","0"
"IA","0.0786666666666667","AK","0.000666666666666667","0"
"IA","0.0786666666666667","MO","0.000666666666666667","0"
"IA","0.0786666666666667","TX","0.000666666666666667","0"
"IA","0.0786666666666667","SC","0.00666666666666667","0"
"IA","0.0786666666666667","UT","0","0"
"IA","0.0786666666666667","KS","0","0"
"IA","0.0786666666666667","MS","0.00733333333333333","0"
"IA","0.0786666666666667","IN","0","0"
"IA","0.0786666666666667","NE","0","0"
"IA","0.0786666666666667","SD","0","0"
"IA","0.0786666666666667","MT","0","0"
"IA","0.0786666666666667","LA","0.000666666666666667","0"
"IA","0.0786666666666667","ND","0","0"
"IA","0.0786666666666667","AR","0","0"
"IA","0.0786666666666667","TN","0","0"
"IA","0.0786666666666667","KY","0","0"
"IA","0.0786666666666667","ID","0","0"
"IA","0.0786666666666667","AL","0","0"
"IA","0.0786666666666667","OK","0","0"
"IA","0.0786666666666667","WV","0","0"
"IA","0.0786666666666667","WY","0","0"
"PA","0.383333333333333","DC","1","0"
"PA","0.383333333333333","HI","1","0"
"PA","0.383333333333333","VT","1","0"
"PA","0.383333333333333","MD","1","0"
"PA","0.383333333333333","MA","1","0"
"PA","0.383333333333333","CA","1","0"
"PA","0.383333333333333","IL","0.999333333333333","0"
"PA","0.383333333333333","NY","0.999333333333333","0"
"PA","0.383333333333333","RI","0.994666666666667","0"
"PA","0.383333333333333","WA","0.985333333333333","0"
"PA","0.383333333333333","DE","0.992666666666667","0"
"PA","0.383333333333333","NJ","0.973333333333333","0"
"PA","0.383333333333333","NM","0.922666666666667","0"
"PA","0.383333333333333","OR","0.940666666666667","0"
"PA","0.383333333333333","MN","0.865333333333333","0"
"PA","0.383333333333333","CT","0.927333333333333","0"
"PA","0.383333333333333","WI","0.663333333333333","0"
"PA","0.383333333333333","MI","0.719333333333333","0"
"PA","0.383333333333333","ME","0.830666666666667","0"
"PA","0.383333333333333","CO","0.598666666666667","0"
"PA","0.383333333333333","VA","0.638666666666667","0"
"PA","0.383333333333333","NH","0.445333333333333","0"
"PA","0.383333333333333","--","0.484666666666667","0"
"PA","0.383333333333333","IA","0.0786666666666667","0"
"PA","0.383333333333333","NV","0.212666666666667","0"
"PA","0.383333333333333","OH","0.174666666666667","0"
"PA","0.383333333333333","FL","0.132666666666667","0"
"PA","0.383333333333333","AZ","0.0133333333333333","0"
"PA","0.383333333333333","NC","0.151333333333333","0"
"PA","0.383333333333333","GA","0.036","0"
